cardFull;artist;scarcity;serial;priceETH;priceEUR;date
caballero-season-1-common;Caballero;Common;186;0,006;7,386;02/11/2022 22:15:13
jmks-season-1-common;JMK$;Common;92;0,008;8,911;02/11/2022 22:09:14
azur-season-1-common;Azur;Common;156;0,002;2,169;02/11/2022 19:34:14
jewel-usain-season-1-platinium;Jewel Usain;Platinium;169;0,05;58,622;02/11/2022 18:32:14
jwles-season-1-common;Jwles;Common;175;0,002;1,759;02/11/2022 15:55:16
youv-dee-season-1-platinium;Youv Dee;Platinium;64;0,059;69,174;02/11/2022 12:15:18
skuna-season-1-common;Skuna;Common;1;0,2;234,488;01/11/2022 20:24:15
8ruki-season-1-common;8ruki;Common;1;0,2;234,488;01/11/2022 19:50:14
zinee-season-1-common;Zinée;Common;176;0,012;14,421;01/11/2022 14:54:14
doums-season-1-common;Doums;Common;55;0,013;15,476;31/10/2022 20:19:14
doums-season-1-common;Doums;Common;195;0,009;10,552;31/10/2022 17:53:09
azur-season-1-common;Azur;Common;236;0,004;5,041;31/10/2022 16:54:13
moji-x-sboy-season-1-platinium;Moji x Sboy;Platinium;76;0,125;146,555;30/10/2022 20:59:13
zinee-season-1-common;Zinée;Common;224;0,004;4,807;30/10/2022 20:36:14
slimka-season-1-platinium;Slimka;Platinium;244;0,05;58,739;30/10/2022 18:54:15
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;241;0,065;76,209;30/10/2022 18:08:16
azur-season-1-common;Azur;Common;243;0,004;4,573;30/10/2022 17:22:15
zinee-season-1-common;Zinée;Common;176;0,006;7,035;30/10/2022 17:00:14
benjamin-epps-season-1-common;Benjamin Epps;Common;185;0,004;5,159;30/10/2022 08:10:16
doums-season-1-common;Doums;Common;159;0,01;11,373;30/10/2022 01:50:14
slimka-season-1-common;Slimka;Common;94;0,016;18,759;29/10/2022 17:35:18
spider-zed-season-1-platinium;Spider Zed;Platinium;208;0,036;42,208;29/10/2022 16:50:27
kerchak-season-1-common;Kerchak;Common;72;0,006;7,504;29/10/2022 15:18:14
lycos-season-1-common;Lycos;Common;119;0,003;3,986;29/10/2022 14:20:14
kerchak-season-1-common;Kerchak;Common;241;0,008;8,911;29/10/2022 02:23:13
zinee-season-1-platinium;Zinée;Platinium;232;0,085;99,657;28/10/2022 21:20:14
azur-season-1-common;Azur;Common;77;0,01;11,666;28/10/2022 17:15:14
di-meh-season-1-platinium;Di-Meh;Platinium;3;0,1;117,244;28/10/2022 16:52:11
livai-season-1-common;Livaï;Common;85;0,003;3,517;28/10/2022 01:16:13
so-la-lune-season-1-common;So La Lune;Common;65;0,018;21,104;27/10/2022 21:54:16
caballero-season-1-common;Caballero;Common;9;0,024;28,608;27/10/2022 19:36:15
di-meh-season-1-platinium;Di-Meh;Platinium;229;0,035;41,035;27/10/2022 15:40:14
kerchak-season-1-common;Kerchak;Common;59;0,006;7,562;27/10/2022 03:04:14
jwles-season-1-common;Jwles;Common;77;0,006;6,8;26/10/2022 23:01:14
le-reglement-season-1-common;Le Règlement;Common;78;0,017;19,931;26/10/2022 21:18:14
mahdi-ba-season-1-common;Mahdi Ba;Common;18;0,024;27,904;26/10/2022 19:29:14
deen-burbigo-season-1-platinium;Deen Burbigo;Platinium;64;0,07;82,071;26/10/2022 17:36:16
doums-season-1-common;Doums;Common;223;0,015;17;25/10/2022 23:14:13
jewel-usain-season-1-common;Jewel Usain;Common;246;0,002;2,345;25/10/2022 22:38:14
winnterzuko-season-1-platinium;Winnterzuko;Platinium;197;0,056;65,657;25/10/2022 22:25:14
8ruki-season-1-common;8ruki;Common;189;0,003;3,986;25/10/2022 20:48:14
zinee-season-1-common;Zinée;Common;9;0,018;21,456;25/10/2022 00:03:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;154;0,015;17,587;24/10/2022 20:16:14
jewel-usain-season-1-platinium;Jewel Usain;Platinium;158;0,041;48,539;24/10/2022 17:49:14
caballero-season-1-common;Caballero;Common;3;0,048;56,277;24/10/2022 12:21:08
mahdi-ba-season-1-common;Mahdi Ba;Common;172;0,007;8,207;23/10/2022 17:11:14
le-reglement-season-1-platinium;Le Règlement;Platinium;191;0,061;70,933;23/10/2022 13:39:14
le-reglement-season-1-platinium;Le Règlement;Platinium;191;0,05;58,622;23/10/2022 12:07:14
di-meh-season-1-common;Di-Meh;Common;116;0,005;5,862;22/10/2022 18:35:14
kerchak-season-1-common;Kerchak;Common;241;0,004;4,69;22/10/2022 16:44:10
lycos-season-1-common;Lycos;Common;42;0,012;14,069;22/10/2022 15:48:13
doums-season-1-common;Doums;Common;219;0,008;8,793;22/10/2022 13:30:13
azur-season-1-common;Azur;Common;46;0,002;2,345;22/10/2022 11:53:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;201;0,012;14,069;22/10/2022 11:53:13
jwles-season-1-platinium;Jwles;Platinium;9;0,035;41,035;22/10/2022 09:56:13
moji-x-sboy-season-1-common;Moji x Sboy;Common;67;0,002;2,345;22/10/2022 09:55:13
youv-dee-season-1-common;Youv Dee;Common;55;0,002;2,697;22/10/2022 09:39:14
so-la-lune-season-1-common;So La Lune;Common;90;0,014;16,414;21/10/2022 14:57:14
jmks-season-1-common;JMK$;Common;71;0,013;15,242;21/10/2022 14:24:14
azur-season-1-common;Azur;Common;78;0,008;9,38;21/10/2022 14:04:14
doums-season-1-common;Doums;Common;237;0,009;10,552;21/10/2022 12:54:14
doums-season-1-common;Doums;Common;215;0,01;11,162;20/10/2022 23:51:14
doums-season-1-common;Doums;Common;25;0,025;29,311;20/10/2022 18:26:13
kerchak-season-1-common;Kerchak;Common;123;0,015;17,587;20/10/2022 15:00:14
moji-x-sboy-season-1-platinium;Moji x Sboy;Platinium;208;0,043;50,415;20/10/2022 11:18:14
zinee-season-1-platinium;Zinée;Platinium;115;0,1;117,244;20/10/2022 11:04:14
spider-zed-season-1-common;Spider Zed;Common;46;0,008;9,38;19/10/2022 23:38:14
slimka-season-1-platinium;Slimka;Platinium;21;0,075;87,933;19/10/2022 22:09:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;9;0,04;46,898;19/10/2022 20:42:14
sheldon-season-1-common;Sheldon;Common;191;0,008;8,793;19/10/2022 14:27:13
di-meh-season-1-common;Di-Meh;Common;135;0,01;11,724;19/10/2022 14:24:13
jwles-season-1-common;Jwles;Common;27;0,012;14,069;19/10/2022 14:03:13
le-reglement-season-1-platinium;Le Règlement;Platinium;133;0,08;93,795;18/10/2022 19:22:15
caballero-season-1-platinium;Caballero;Platinium;200;0,079;92,623;18/10/2022 16:57:14
kerchak-season-1-common;Kerchak;Common;131;0,012;13,835;18/10/2022 14:52:13
livai-season-1-common;Livaï;Common;30;0,011;12,897;18/10/2022 14:12:14
jwles-season-1-platinium;Jwles;Platinium;193;0,037;42,993;18/10/2022 14:06:15
slimka-season-1-common;Slimka;Common;76;0,015;17,587;18/10/2022 11:19:14
rowjay-season-1-common;Rowjay;Common;235;0,006;7,035;18/10/2022 11:04:13
di-meh-season-1-platinium;Di-Meh;Platinium;127;0,04;46,898;18/10/2022 10:59:13
winnterzuko-season-1-common;Winnterzuko;Common;221;0,01;11,724;18/10/2022 10:28:14
doums-season-1-common;Doums;Common;119;0,023;26,65;18/10/2022 10:26:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;21;0,019;22,827;18/10/2022 10:17:13
jeanjass-season-1-common;JeanJass;Common;18;0,019;22,792;18/10/2022 10:11:14
doums-season-1-common;Doums;Common;46;0,013;15,242;17/10/2022 22:55:13
doums-season-1-common;Doums;Common;117;0,012;13,718;17/10/2022 22:16:13
doums-season-1-common;Doums;Common;54;0,01;11,947;17/10/2022 19:39:14
spider-zed-season-1-platinium;Spider Zed;Platinium;140;0,04;46,898;17/10/2022 17:29:14
jmks-season-1-platinium;JMK$;Platinium;198;0,05;58,622;17/10/2022 15:56:14
jwles-season-1-common;Jwles;Common;208;0,004;4,104;17/10/2022 14:41:13
livai-season-1-common;Livaï;Common;33;0,01;11,724;17/10/2022 13:11:14
lycos-season-1-common;Lycos;Common;216;0,006;6,448;17/10/2022 13:09:14
winnterzuko-season-1-platinium;Winnterzuko;Platinium;150;0,08;93,795;17/10/2022 11:10:14
doums-season-1-common;Doums;Common;126;0,01;11,724;17/10/2022 09:13:14
jwles-season-1-common;Jwles;Common;69;0,007;8,09;17/10/2022 07:50:13
rowjay-season-1-common;Rowjay;Common;46;0,01;11,724;16/10/2022 22:02:13
moji-x-sboy-season-1-common;Moji x Sboy;Common;33;0,022;26,263;16/10/2022 21:57:14
livai-season-1-common;Livaï;Common;172;0,004;4,438;16/10/2022 21:41:13
winnterzuko-season-1-platinium;Winnterzuko;Platinium;249;0,05;58,622;16/10/2022 21:41:12
jmks-season-1-common;JMK$;Common;101;0,003;3,552;16/10/2022 18:47:14
livai-season-1-common;Livaï;Common;112;0,004;4,444;16/10/2022 18:34:13
8ruki-season-1-common;8ruki;Common;32;0,004;4,104;16/10/2022 18:20:14
doums-season-1-common;Doums;Common;217;0,011;12,662;16/10/2022 17:28:14
winnterzuko-season-1-common;Winnterzuko;Common;231;0,007;8,207;16/10/2022 17:25:13
flem-season-1-common;Flem;Common;22;0,005;5,862;16/10/2022 16:53:14
rowjay-season-1-common;Rowjay;Common;240;0,002;1,992;16/10/2022 16:24:13
rowjay-season-1-common;Rowjay;Common;106;0,002;2,661;16/10/2022 16:20:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;162;0,006;7,111;16/10/2022 15:57:14
jwles-season-1-common;Jwles;Common;8;0,03;35,173;16/10/2022 15:52:14
doums-season-1-common;Doums;Common;215;0,008;8,883;16/10/2022 15:27:14
azur-season-1-common;Azur;Common;215;0,002;2,345;16/10/2022 14:23:14
doums-season-1-common;Doums;Common;217;0,008;9,38;16/10/2022 14:10:14
slimka-season-1-platinium;Slimka;Platinium;204;0,04;46,898;16/10/2022 14:06:14
sheldon-season-1-common;Sheldon;Common;167;0,003;3,752;16/10/2022 13:40:13
doums-season-1-common;Doums;Common;188;0,011;12,897;16/10/2022 13:25:14
deen-burbigo-season-1-common;Deen Burbigo;Common;188;0,007;7,621;16/10/2022 12:44:13
zinee-season-1-common;Zinée;Common;181;0,015;17,587;16/10/2022 12:42:14
doums-season-1-common;Doums;Common;165;0,012;14,069;16/10/2022 12:40:14
di-meh-season-1-common;Di-Meh;Common;77;0,01;11,724;16/10/2022 12:35:14
doums-season-1-common;Doums;Common;131;0,015;17,469;16/10/2022 11:39:14
doums-season-1-common;Doums;Common;134;0,014;16,825;16/10/2022 11:04:14
zinee-season-1-platinium;Zinée;Platinium;42;0,08;93,795;16/10/2022 10:40:13
doums-season-1-common;Doums;Common;72;0,013;14,656;16/10/2022 10:32:15
caballero-season-1-common;Caballero;Common;75;0,006;6,448;16/10/2022 06:33:14
spider-zed-season-1-common;Spider Zed;Common;11;0,008;9,38;16/10/2022 00:30:14
doums-season-1-common;Doums;Common;16;0,03;35,173;15/10/2022 23:34:15
doums-season-1-common;Doums;Common;14;0,05;58,622;15/10/2022 22:58:14
so-la-lune-season-1-platinium;So La Lune;Platinium;206;0,08;93,678;15/10/2022 20:25:17
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;3;0,059;69,174;15/10/2022 19:42:13
le-reglement-season-1-common;Le Règlement;Common;151;0,011;12,897;15/10/2022 19:07:14
spider-zed-season-1-common;Spider Zed;Common;9;0,023;26,966;15/10/2022 19:03:18
deen-burbigo-season-1-common;Deen Burbigo;Common;39;0,036;42,208;15/10/2022 19:00:13
rowjay-season-1-common;Rowjay;Common;130;0,004;5,159;15/10/2022 18:51:13
youv-dee-season-1-common;Youv Dee;Common;234;0,01;11,724;15/10/2022 18:47:14
jeanjass-season-1-common;JeanJass;Common;112;0,011;12,897;15/10/2022 18:41:13
livai-season-1-common;Livaï;Common;243;0,005;5,862;15/10/2022 18:33:13
zinee-season-1-platinium;Zinée;Platinium;193;0,095;111,382;15/10/2022 18:17:13
deen-burbigo-season-1-common;Deen Burbigo;Common;13;0,015;17,587;15/10/2022 17:35:13
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;195;0,072;84,416;15/10/2022 16:08:14
zinee-season-1-platinium;Zinée;Platinium;205;0,084;98,485;15/10/2022 14:18:13
benjamin-epps-season-1-common;Benjamin Epps;Common;200;0,006;7,035;15/10/2022 13:26:13
benjamin-epps-season-1-common;Benjamin Epps;Common;135;0,005;6,132;14/10/2022 21:13:14
skuna-season-1-common;Skuna;Common;20;0,008;9,38;14/10/2022 18:11:14
jmks-season-1-common;JMK$;Common;6;0,02;23,449;14/10/2022 16:26:13
jewel-usain-season-1-common;Jewel Usain;Common;30;0,015;17,587;14/10/2022 12:18:13
rowjay-season-1-common;Rowjay;Common;153;0,009;10,552;14/10/2022 03:01:13
jewel-usain-season-1-common;Jewel Usain;Common;167;0,006;7,269;14/10/2022 02:59:13
so-la-lune-season-1-platinium;So La Lune;Platinium;161;0,09;105,52;13/10/2022 16:25:14
winnterzuko-season-1-common;Winnterzuko;Common;68;0,015;17,587;13/10/2022 11:44:14
azur-season-1-common;Azur;Common;85;0,007;8,207;13/10/2022 08:16:14
thahomey-season-1-common;thaHomey;Common;113;0,005;5,862;13/10/2022 07:59:14
8ruki-season-1-common;8ruki;Common;106;0,005;5,862;13/10/2022 07:57:13
lycos-season-1-common;Lycos;Common;73;0,01;11,724;13/10/2022 07:55:13
spider-zed-season-1-common;Spider Zed;Common;205;0,01;11,724;12/10/2022 22:57:13
caballero-season-1-common;Caballero;Common;171;0,017;19,931;12/10/2022 19:07:13
kerchak-season-1-common;Kerchak;Common;44;0,025;29,311;12/10/2022 16:56:14
thahomey-season-1-common;thaHomey;Common;18;0,018;21,104;12/10/2022 13:04:14
moji-x-sboy-season-1-common;Moji x Sboy;Common;51;0,015;17,587;12/10/2022 11:54:14
zinee-season-1-common;Zinée;Common;124;0,011;13,19;12/10/2022 11:24:14
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;5;0,03;35,173;11/10/2022 18:01:14
kerchak-season-1-common;Kerchak;Common;68;0,014;16,414;11/10/2022 16:27:13
jeanjass-season-1-common;JeanJass;Common;151;0,009;10,552;11/10/2022 14:01:14
deen-burbigo-season-1-common;Deen Burbigo;Common;154;0,015;17,587;11/10/2022 10:32:13
spider-zed-season-1-common;Spider Zed;Common;48;0,018;21,104;11/10/2022 09:57:13
jewel-usain-season-1-common;Jewel Usain;Common;18;0,016;18,759;11/10/2022 09:55:13
lycos-season-1-common;Lycos;Common;12;0,024;28,256;11/10/2022 09:55:13
zinee-season-1-platinium;Zinée;Platinium;219;0,072;84,416;10/10/2022 23:41:14
so-la-lune-season-1-common;So La Lune;Common;76;0,016;18,759;10/10/2022 23:00:14
mahdi-ba-season-1-common;Mahdi Ba;Common;4;0,041;47,953;10/10/2022 22:36:14
azur-season-1-platinium;Azur;Platinium;17;0,039;45,725;10/10/2022 21:49:14
caballero-season-1-platinium;Caballero;Platinium;78;0,099;116,072;10/10/2022 21:23:14
le-reglement-season-1-common;Le Règlement;Common;85;0,019;22,628;10/10/2022 13:46:13
youv-dee-season-1-common;Youv Dee;Common;92;0,014;16,414;10/10/2022 13:10:14
jewel-usain-season-1-common;Jewel Usain;Common;157;0,005;5,862;10/10/2022 13:07:14
azur-season-1-common;Azur;Common;148;0,007;7,621;10/10/2022 13:06:14
azur-season-1-common;Azur;Common;102;0,007;8,207;10/10/2022 13:00:14
kerchak-season-1-common;Kerchak;Common;114;0,015;17;10/10/2022 09:56:14
8ruki-season-1-platinium;8ruki;Platinium;44;0,071;83,243;09/10/2022 23:11:13
zinee-season-1-common;Zinée;Common;50;0,02;23,449;09/10/2022 21:32:14
azur-season-1-platinium;Azur;Platinium;83;0,039;45,725;09/10/2022 17:55:14
flem-season-1-platinium;Flem;Platinium;120;0,07;82,071;09/10/2022 17:51:14
jeanjass-season-1-common;JeanJass;Common;59;0,022;26,04;09/10/2022 17:32:14
di-meh-season-1-platinium;Di-Meh;Platinium;62;0,039;45,725;09/10/2022 17:29:13
flem-season-1-common;Flem;Common;226;0,008;9,38;09/10/2022 12:25:14
deen-burbigo-season-1-common;Deen Burbigo;Common;39;0,03;35,173;09/10/2022 11:36:14
caballero-season-1-platinium;Caballero;Platinium;71;0,141;165,08;08/10/2022 23:13:14
mahdi-ba-season-1-platinium;Mahdi Ba;Platinium;82;0,06;70,346;08/10/2022 14:56:13
deen-burbigo-season-1-platinium;Deen Burbigo;Platinium;6;0,085;99,657;08/10/2022 14:34:13
jmks-season-1-common;JMK$;Common;115;0,004;4,104;08/10/2022 09:52:14
kerchak-season-1-common;Kerchak;Common;87;0,016;18,759;08/10/2022 08:46:14
kerchak-season-1-common;Kerchak;Common;59;0,022;25,794;08/10/2022 02:03:14
jwles-season-1-common;Jwles;Common;162;0,002;2,345;08/10/2022 01:09:13
sheldon-season-1-common;Sheldon;Common;249;0,006;6,448;08/10/2022 00:21:14
di-meh-season-1-common;Di-Meh;Common;186;0,003;3,283;07/10/2022 23:43:14
azur-season-1-common;Azur;Common;154;0,002;2,462;07/10/2022 23:18:13
so-la-lune-season-1-common;So La Lune;Common;107;0,01;11,724;07/10/2022 22:53:14
winnterzuko-season-1-common;Winnterzuko;Common;130;0,016;18,759;07/10/2022 20:00:14
spider-zed-season-1-common;Spider Zed;Common;85;0,01;11,724;07/10/2022 18:47:14
rowjay-season-1-common;Rowjay;Common;193;0,006;6,448;07/10/2022 18:33:14
le-reglement-season-1-common;Le Règlement;Common;114;0,011;12,897;07/10/2022 17:25:14
jwles-season-1-common;Jwles;Common;231;0,002;2,579;07/10/2022 15:41:17
le-reglement-season-1-platinium;Le Règlement;Platinium;80;0,04;46,898;07/10/2022 15:41:16
spider-zed-season-1-common;Spider Zed;Common;14;0,023;26,732;07/10/2022 15:10:14
jeanjass-season-1-platinium;JeanJass;Platinium;215;0,075;87,933;07/10/2022 14:19:15
thahomey-season-1-common;thaHomey;Common;78;0,007;8,207;07/10/2022 14:03:15
jwles-season-1-common;Jwles;Common;152;0,003;3,517;07/10/2022 13:45:15
kerchak-season-1-common;Kerchak;Common;222;0,011;13,131;07/10/2022 13:45:14
jwles-season-1-common;Jwles;Common;176;0,004;4,444;07/10/2022 13:45:14
lycos-season-1-common;Lycos;Common;2;0,03;35,173;07/10/2022 08:33:14
so-la-lune-season-1-common;So La Lune;Common;53;0,022;25,794;07/10/2022 05:53:14
so-la-lune-season-1-common;So La Lune;Common;71;0,015;17,587;07/10/2022 05:53:14
kerchak-season-1-common;Kerchak;Common;241;0,011;12,311;07/10/2022 02:15:19
sheldon-season-1-common;Sheldon;Common;168;0,004;4,69;07/10/2022 02:15:15
livai-season-1-common;Livaï;Common;1;0,117;137,175;07/10/2022 02:15:14
azur-season-1-common;Azur;Common;129;0,003;3,4;07/10/2022 00:15:16
mahdi-ba-season-1-common;Mahdi Ba;Common;172;0,005;5,745;07/10/2022 00:15:14
le-reglement-season-1-common;Le Règlement;Common;130;0,035;41,035;06/10/2022 23:02:14
le-reglement-season-1-common;Le Règlement;Common;80;0,036;41,973;06/10/2022 22:25:18
zinee-season-1-common;Zinée;Common;90;0,014;16,414;06/10/2022 21:38:20
youv-dee-season-1-common;Youv Dee;Common;157;0,011;12,897;06/10/2022 21:38:18
8ruki-season-1-platinium;8ruki;Platinium;191;0,054;63,312;06/10/2022 21:38:17
azur-season-1-platinium;Azur;Platinium;45;0,06;70,346;06/10/2022 21:38:16
flem-season-1-platinium;Flem;Platinium;186;0,06;70,229;06/10/2022 21:38:16
jeanjass-season-1-common;JeanJass;Common;70;0,037;43,38;06/10/2022 21:38:14
skuna-season-1-common;Skuna;Common;171;0,003;3,166;06/10/2022 20:59:16
flem-season-1-common;Flem;Common;206;0,009;10,435;06/10/2022 20:59:15
sheldon-season-1-platinium;Sheldon;Platinium;200;0,063;73,864;06/10/2022 20:17:14
sheldon-season-1-common;Sheldon;Common;107;0,003;3,998;06/10/2022 19:07:19
zinee-season-1-common;Zinée;Common;103;0,003;3,552;06/10/2022 19:07:18
winnterzuko-season-1-common;Winnterzuko;Common;98;0,007;7,978;06/10/2022 19:07:17
jeanjass-season-1-common;JeanJass;Common;243;0,01;11,724;06/10/2022 18:17:14
livai-season-1-common;Livaï;Common;137;0,005;5,862;06/10/2022 15:09:17
di-meh-season-1-common;Di-Meh;Common;3;0,04;46,898;06/10/2022 12:16:14
8ruki-season-1-common;8ruki;Common;4;0,028;32,828;06/10/2022 11:13:14
le-reglement-season-1-common;Le Règlement;Common;80;0,016;18,759;06/10/2022 05:39:16
spider-zed-season-1-platinium;Spider Zed;Platinium;60;0,045;52,76;06/10/2022 05:39:15
zinee-season-1-common;Zinée;Common;70;0,012;13,483;06/10/2022 00:50:15
kerchak-season-1-common;Kerchak;Common;31;0,023;26,966;06/10/2022 00:04:14
le-reglement-season-1-common;Le Règlement;Common;85;0,012;13,483;05/10/2022 21:35:17
8ruki-season-1-common;8ruki;Common;247;0,005;5,862;05/10/2022 15:34:16
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;205;0,073;86,086;05/10/2022 13:33:17
livai-season-1-common;Livaï;Common;208;0,008;8,793;05/10/2022 08:32:14
youv-dee-season-1-platinium;Youv Dee;Platinium;109;0,091;106,692;05/10/2022 02:20:17
lycos-season-1-common;Lycos;Common;185;0,007;8,559;04/10/2022 21:36:15
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;183;0,07;82,071;04/10/2022 19:41:14
deen-burbigo-season-1-platinium;Deen Burbigo;Platinium;160;0,085;99,657;04/10/2022 19:41:14
le-reglement-season-1-common;Le Règlement;Common;172;0,012;14,069;04/10/2022 17:45:16
skuna-season-1-common;Skuna;Common;248;0,004;4,69;04/10/2022 17:00:14
flem-season-1-common;Flem;Common;232;0,008;9,731;04/10/2022 15:26:16
caballero-season-1-common;Caballero;Common;2;0,06;70,346;04/10/2022 13:39:17
spider-zed-season-1-common;Spider Zed;Common;211;0,008;9,38;04/10/2022 13:11:16
caballero-season-1-platinium;Caballero;Platinium;15;0,099;116,072;04/10/2022 11:08:14
jeanjass-season-1-platinium;JeanJass;Platinium;45;0,115;134,831;04/10/2022 10:46:15
le-reglement-season-1-platinium;Le Règlement;Platinium;245;0,1;117,244;04/10/2022 10:46:15
moji-x-sboy-season-1-platinium;Moji x Sboy;Platinium;90;0,068;79,726;04/10/2022 10:46:14
jmks-season-1-common;JMK$;Common;192;0,003;3,517;04/10/2022 00:46:15
kerchak-season-1-common;Kerchak;Common;175;0,015;17,587;03/10/2022 21:01:14
skuna-season-1-common;Skuna;Common;226;0,004;4,69;03/10/2022 21:01:14
skuna-season-1-platinium;Skuna;Platinium;59;0,04;46,898;03/10/2022 20:27:14
mahdi-ba-season-1-common;Mahdi Ba;Common;142;0,005;6,237;03/10/2022 18:46:17
mahdi-ba-season-1-common;Mahdi Ba;Common;141;0,005;6,237;03/10/2022 18:46:16
moji-x-sboy-season-1-platinium;Moji x Sboy;Platinium;150;0,052;60,967;03/10/2022 16:37:15
spider-zed-season-1-platinium;Spider Zed;Platinium;32;0,059;69,174;03/10/2022 14:40:19
8ruki-season-1-platinium;8ruki;Platinium;210;0,058;68,002;03/10/2022 12:29:16
deen-burbigo-season-1-common;Deen Burbigo;Common;229;0,012;13,483;03/10/2022 12:05:15
jwles-season-1-common;Jwles;Common;12;0,02;23,449;02/10/2022 23:05:14
slimka-season-1-common;Slimka;Common;212;0,003;3,283;02/10/2022 17:47:17
flem-season-1-common;Flem;Common;206;0,006;7,457;02/10/2022 17:47:16
