cardFull;artist;scarcity;serial;priceETH;priceEUR;date
bigflo-season-1-common;Bigflo;Common;405;0,007;7,808;25/11/2022 22:28:13
sheldon-season-1-common;Sheldon;Common;324;0,005;5,862;25/11/2022 22:00:23
spider-zed-season-1-common;Spider Zed;Common;320;0,005;5,276;25/11/2022 21:29:16
youv-dee-season-1-halloween;Youv Dee;Halloween;364;0,005;5,862;25/11/2022 17:53:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;374;0,005;6,214;25/11/2022 17:38:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;325;0,014;16,414;25/11/2022 10:35:15
zinee-season-1-halloween;Zinée;Halloween;340;0,006;7,035;25/11/2022 10:31:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;436;0,005;5,862;25/11/2022 01:15:13
thahomey-season-1-common;thaHomey;Common;371;0,006;6,742;25/11/2022 01:14:13
winnterzuko-season-1-common;Winnterzuko;Common;404;0,014;16,402;25/11/2022 00:26:13
doums-season-1-platinium;Doums;Platinium;277;0,035;40,449;24/11/2022 17:43:13
winnterzuko-season-1-platinium;Winnterzuko;Platinium;345;0,083;97,313;24/11/2022 15:14:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;322;0,006;7,035;24/11/2022 11:52:14
zinee-season-1-halloween;Zinée;Halloween;458;0,004;4,573;24/11/2022 11:34:13
jwles-season-1-common;Jwles;Common;428;0,004;4,379;23/11/2022 17:37:15
azur-season-1-common;Azur;Common;262;0,004;4,69;23/11/2022 10:16:13
winnterzuko-season-1-common;Winnterzuko;Common;258;0,013;15,242;22/11/2022 20:55:13
thahomey-season-1-common;thaHomey;Common;374;0,005;5,51;22/11/2022 19:45:14
jwles-season-1-common;Jwles;Common;363;0,004;4,69;22/11/2022 15:52:14
kerchak-season-1-common;Kerchak;Common;409;0,013;14,656;22/11/2022 08:43:14
caballero-season-1-halloween;Caballero;Halloween;320;0,007;7,973;21/11/2022 23:21:13
youv-dee-season-1-halloween;Youv Dee;Halloween;438;0,007;7,808;21/11/2022 22:22:13
deen-burbigo-season-1-common;Deen Burbigo;Common;290;0,01;12,076;21/11/2022 19:06:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;458;0,006;7,035;21/11/2022 15:00:13
zinee-season-1-halloween;Zinée;Halloween;457;0,003;3,4;20/11/2022 22:15:15
caballero-season-1-common;Caballero;Common;490;0,005;5,862;20/11/2022 21:57:14
jeanjass-season-1-common;JeanJass;Common;415;0,004;4,69;20/11/2022 21:40:15
winnterzuko-season-1-halloween;Winnterzuko;Halloween;336;0,004;5,006;20/11/2022 21:18:16
caballero-season-1-common;Caballero;Common;390;0,009;10,517;20/11/2022 16:38:15
caballero-season-1-halloween;Caballero;Halloween;467;0,003;3,517;19/11/2022 14:05:14
deen-burbigo-season-1-common;Deen Burbigo;Common;301;0,006;7,035;19/11/2022 12:31:14
deen-burbigo-season-1-common;Deen Burbigo;Common;301;0,006;7,035;19/11/2022 12:21:13
kerchak-season-1-common;Kerchak;Common;447;0,012;13,835;19/11/2022 07:27:13
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;363;0,004;4,608;19/11/2022 00:05:18
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;318;0,013;15,593;18/11/2022 21:12:13
youv-dee-season-1-halloween;Youv Dee;Halloween;422;0,007;8,207;18/11/2022 20:36:13
winnterzuko-season-1-common;Winnterzuko;Common;295;0,012;14,069;18/11/2022 19:24:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;384;0,002;2,814;18/11/2022 18:10:13
caballero-season-1-halloween;Caballero;Halloween;436;0,004;4,104;18/11/2022 16:43:13
so-la-lune-season-1-platinium;So La Lune;Platinium;285;0,075;87,933;18/11/2022 15:42:15
doums-season-1-common;Doums;Common;254;0,01;11,138;18/11/2022 15:25:12
rowjay-season-1-common;Rowjay;Common;388;0,002;2,11;18/11/2022 10:35:12
jwles-season-1-platinium;Jwles;Platinium;294;0,026;30,483;18/11/2022 04:13:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;495;0,005;5,276;17/11/2022 20:55:13
caballero-season-1-halloween;Caballero;Halloween;460;0,006;6,8;17/11/2022 20:17:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;397;0,005;5,862;17/11/2022 18:47:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;483;0,005;6,097;17/11/2022 17:51:14
jeanjass-season-1-platinium;JeanJass;Platinium;289;0,086;101,182;17/11/2022 10:57:16
spider-zed-season-1-common;Spider Zed;Common;452;0,003;3,517;17/11/2022 10:02:18
winnterzuko-season-1-halloween;Winnterzuko;Halloween;322;0,009;10,552;17/11/2022 00:58:13
youv-dee-season-1-halloween;Youv Dee;Halloween;470;0,003;3,412;16/11/2022 23:43:15
youv-dee-season-1-halloween;Youv Dee;Halloween;469;0,003;3,424;16/11/2022 23:28:14
jeanjass-season-1-halloween;JeanJass;Halloween;441;0,004;4,338;16/11/2022 22:57:13
mahdi-ba-season-1-common;Mahdi Ba;Common;477;0,004;4,69;16/11/2022 22:31:15
di-meh-season-1-common;Di-Meh;Common;468;0,003;3,517;16/11/2022 18:59:17
caballero-season-1-halloween;Caballero;Halloween;382;0,004;4,104;16/11/2022 18:35:14
zinee-season-1-halloween;Zinée;Halloween;480;0,007;7,621;16/11/2022 16:09:10
caballero-season-1-halloween;Caballero;Halloween;259;0,006;7,269;16/11/2022 14:41:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;461;0,007;8,207;16/11/2022 13:05:15
rowjay-season-1-common;Rowjay;Common;411;0,005;5,862;16/11/2022 10:29:15
jmks-season-1-platinium;JMK$;Platinium;279;0,032;37,029;16/11/2022 09:49:16
jwles-season-1-platinium;Jwles;Platinium;335;0,026;30,483;16/11/2022 09:16:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;421;0,007;7,621;16/11/2022 02:15:14
youv-dee-season-1-common;Youv Dee;Common;261;0,008;9,38;16/11/2022 01:48:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;405;0,005;5,862;16/11/2022 01:24:13
caballero-season-1-halloween;Caballero;Halloween;320;0,005;5,862;16/11/2022 00:14:14
rowjay-season-1-common;Rowjay;Common;465;0,003;3,517;16/11/2022 00:06:13
thahomey-season-1-common;thaHomey;Common;255;0,005;5,628;15/11/2022 23:47:13
lycos-season-1-common;Lycos;Common;465;0,003;3,517;15/11/2022 23:40:13
rowjay-season-1-common;Rowjay;Common;437;0,005;5,862;15/11/2022 23:33:14
zinee-season-1-halloween;Zinée;Halloween;496;0,005;6,214;15/11/2022 23:30:14
caballero-season-1-halloween;Caballero;Halloween;425;0,003;3,869;15/11/2022 23:28:14
caballero-season-1-halloween;Caballero;Halloween;444;0,013;15,242;15/11/2022 22:56:14
zinee-season-1-halloween;Zinée;Halloween;365;0,011;12,897;15/11/2022 19:44:13
zinee-season-1-halloween;Zinée;Halloween;270;0,01;11,724;15/11/2022 18:32:15
jeanjass-season-1-halloween;JeanJass;Halloween;459;0,006;6,917;15/11/2022 17:33:14
flem-season-1-common;Flem;Common;494;0,006;7,035;15/11/2022 15:39:15
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;367;0,004;5,159;15/11/2022 12:18:19
youv-dee-season-1-halloween;Youv Dee;Halloween;474;0,003;3,517;15/11/2022 11:55:18
jeanjass-season-1-halloween;JeanJass;Halloween;312;0,004;4,69;15/11/2022 11:23:21
caballero-season-1-halloween;Caballero;Halloween;494;0,004;4,69;14/11/2022 23:55:14
caballero-season-1-halloween;Caballero;Halloween;260;0,004;4,784;14/11/2022 22:35:14
youv-dee-season-1-halloween;Youv Dee;Halloween;465;0,005;5,862;14/11/2022 21:42:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;429;0,004;4,924;14/11/2022 20:51:16
spider-zed-season-1-common;Spider Zed;Common;473;0,005;5,862;14/11/2022 20:20:13
caballero-season-1-halloween;Caballero;Halloween;370;0,004;4,924;14/11/2022 20:17:15
jeanjass-season-1-halloween;JeanJass;Halloween;283;0,004;4,573;14/11/2022 20:06:14
le-reglement-season-1-halloween;Le Règlement;Halloween;417;0,006;7,093;14/11/2022 18:48:10
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;346;0,007;7,621;14/11/2022 15:18:15
jeanjass-season-1-halloween;JeanJass;Halloween;361;0,007;8,207;14/11/2022 15:03:16
jeanjass-season-1-halloween;JeanJass;Halloween;405;0,008;9,38;14/11/2022 03:17:27
slimka-season-1-common;Slimka;Common;418;0,006;7,035;13/11/2022 23:21:14
jeanjass-season-1-halloween;JeanJass;Halloween;357;0,006;6,566;13/11/2022 22:14:20
jwles-season-1-common;Jwles;Common;424;0,003;3,752;13/11/2022 21:27:19
jewel-usain-season-1-common;Jewel Usain;Common;278;0,007;7,621;13/11/2022 21:06:17
di-meh-season-1-platinium;Di-Meh;Platinium;330;0,03;35,173;13/11/2022 20:11:16
youv-dee-season-1-halloween;Youv Dee;Halloween;265;0,003;4,045;13/11/2022 20:00:14
caballero-season-1-halloween;Caballero;Halloween;379;0,004;5,159;13/11/2022 19:48:16
kerchak-season-1-common;Kerchak;Common;332;0,009;10,083;13/11/2022 19:02:21
zinee-season-1-halloween;Zinée;Halloween;313;0,102;119,589;13/11/2022 17:41:15
winnterzuko-season-1-halloween;Winnterzuko;Halloween;424;0,007;8,207;13/11/2022 14:55:16
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;343;0,004;4,69;13/11/2022 13:36:15
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;385;0,005;6,331;13/11/2022 12:30:18
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;375;0,009;10,552;13/11/2022 05:40:14
skuna-season-1-common;Skuna;Common;455;0,005;5,862;12/11/2022 23:55:16
jeanjass-season-1-common;JeanJass;Common;334;0,009;10,552;12/11/2022 21:42:17
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;323;0,008;9,38;12/11/2022 20:25:17
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;474;0,009;10,552;12/11/2022 18:56:16
rowjay-season-1-common;Rowjay;Common;410;0,005;5,862;12/11/2022 18:25:13
jeanjass-season-1-halloween;JeanJass;Halloween;444;0,01;11,49;12/11/2022 16:05:18
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;383;0,009;11,021;12/11/2022 15:20:16
jeanjass-season-1-halloween;JeanJass;Halloween;377;0,008;9,637;12/11/2022 15:09:16
zinee-season-1-halloween;Zinée;Halloween;259;0,007;8,207;12/11/2022 14:59:17
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;488;0,005;5,862;12/11/2022 13:53:15
winnterzuko-season-1-common;Winnterzuko;Common;268;0,013;15,23;12/11/2022 12:35:14
zinee-season-1-halloween;Zinée;Halloween;271;0,01;11,138;12/11/2022 00:25:15
doums-season-1-common;Doums;Common;311;0,011;13,366;11/11/2022 17:11:14
spider-zed-season-1-common;Spider Zed;Common;465;0,005;5,862;11/11/2022 15:36:13
youv-dee-season-1-common;Youv Dee;Common;381;0,015;17,587;10/11/2022 15:15:14
flem-season-1-platinium;Flem;Platinium;338;0,058;67,65;10/11/2022 11:16:14
doums-season-1-common;Doums;Common;343;0,011;12,311;10/11/2022 11:04:14
rowjay-season-1-platinium;Rowjay;Platinium;326;0,03;35,173;09/11/2022 21:08:14
slimka-season-1-common;Slimka;Common;461;0,003;3,986;09/11/2022 19:54:19
moji-x-sboy-season-1-common;Moji x Sboy;Common;370;0,005;5,979;09/11/2022 08:06:14
jmks-season-1-common;JMK$;Common;297;0,006;7,035;09/11/2022 05:58:14
caballero-season-1-halloween;Caballero;Halloween;323;0,009;10,317;09/11/2022 01:27:14
benjamin-epps-season-1-common;Benjamin Epps;Common;280;0,005;5,862;08/11/2022 23:49:14
jwles-season-1-common;Jwles;Common;264;0,003;3,517;08/11/2022 21:24:13
flem-season-1-common;Flem;Common;324;0,007;7,896;08/11/2022 17:21:14
sheldon-season-1-common;Sheldon;Common;461;0,004;4,549;08/11/2022 14:45:07
winnterzuko-season-1-common;Winnterzuko;Common;285;0,01;11,724;08/11/2022 14:21:16
sheldon-season-1-common;Sheldon;Common;390;0,004;4,924;08/11/2022 12:13:21
8ruki-season-1-common;8ruki;Common;376;0,005;5,862;08/11/2022 01:56:18
spider-zed-season-1-common;Spider Zed;Common;418;0,004;4,69;08/11/2022 01:40:18
youv-dee-season-1-common;Youv Dee;Common;416;0,006;7,035;07/11/2022 22:09:14
kerchak-season-1-common;Kerchak;Common;443;0,009;9,977;07/11/2022 15:13:14
doums-season-1-common;Doums;Common;421;0,01;11,642;07/11/2022 14:24:12
so-la-lune-season-1-common;So La Lune;Common;320;0,005;5,862;07/11/2022 14:24:11
livai-season-1-platinium;Livaï;Platinium;254;0,04;46,898;07/11/2022 05:32:15
doums-season-1-common;Doums;Common;298;0,01;11,724;07/11/2022 03:19:14
youv-dee-season-1-halloween;Youv Dee;Halloween;439;0,008;9,38;07/11/2022 01:44:13
jewel-usain-season-1-common;Jewel Usain;Common;400;0,004;4,338;07/11/2022 01:08:15
doums-season-1-common;Doums;Common;256;0,01;11,724;07/11/2022 01:07:15
doums-season-1-common;Doums;Common;370;0,01;11,619;06/11/2022 19:39:17
zinee-season-1-common;Zinée;Common;383;0,007;7,621;06/11/2022 19:06:11
youv-dee-season-1-common;Youv Dee;Common;283;0,003;2,99;06/11/2022 18:41:14
youv-dee-season-1-common;Youv Dee;Common;283;0,002;2,861;06/11/2022 17:34:15
livai-season-1-common;Livaï;Common;386;0,003;3,318;06/11/2022 16:26:15
jeanjass-season-1-common;JeanJass;Common;337;0,007;8,09;06/11/2022 14:29:15
zinee-season-1-platinium;Zinée;Platinium;321;0,057;66,259;06/11/2022 14:23:11
doums-season-1-platinium;Doums;Platinium;277;0,031;35,877;06/11/2022 13:08:25
zinee-season-1-halloween;Zinée;Halloween;296;0,009;10,552;06/11/2022 11:17:14
jwles-season-1-common;Jwles;Common;366;0,003;3,517;06/11/2022 02:37:14
sheldon-season-1-common;Sheldon;Common;390;0,004;4,924;06/11/2022 00:07:20
skuna-season-1-common;Skuna;Common;283;0,005;5,51;05/11/2022 21:11:28
thahomey-season-1-common;thaHomey;Common;255;0,002;2,345;05/11/2022 21:10:16
jewel-usain-season-1-common;Jewel Usain;Common;424;0,003;3,517;05/11/2022 02:01:14
kerchak-season-1-platinium;Kerchak;Platinium;302;0,036;42,395;04/11/2022 23:53:14
thahomey-season-1-common;thaHomey;Common;267;0,003;2,931;04/11/2022 23:21:13
skuna-season-1-common;Skuna;Common;491;0,003;3,67;04/11/2022 19:07:14
livai-season-1-common;Livaï;Common;387;0,002;2,462;04/11/2022 18:24:14
kerchak-season-1-common;Kerchak;Common;495;0,007;8,559;04/11/2022 18:06:13
jmks-season-1-common;JMK$;Common;289;0,005;5,862;04/11/2022 15:23:15
doums-season-1-common;Doums;Common;389;0,007;8,207;04/11/2022 15:13:13
di-meh-season-1-common;Di-Meh;Common;369;0,006;7,035;04/11/2022 11:24:16
rowjay-season-1-common;Rowjay;Common;300;0,005;5,745;04/11/2022 10:18:15
kerchak-season-1-common;Kerchak;Common;423;0,007;8,676;04/11/2022 08:24:16
jeanjass-season-1-halloween;JeanJass;Halloween;269;0,01;11,138;04/11/2022 08:03:15
spider-zed-season-1-common;Spider Zed;Common;287;0,004;4,69;03/11/2022 22:06:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;434;0,013;15,124;03/11/2022 20:06:13
caballero-season-1-platinium;Caballero;Platinium;275;0,041;48,07;03/11/2022 18:11:14
slimka-season-1-common;Slimka;Common;272;0,003;3,986;03/11/2022 00:19:13
le-reglement-season-1-common;Le Règlement;Common;445;0,002;2,345;02/11/2022 16:55:17
le-reglement-season-1-halloween;Le Règlement;Halloween;439;0,008;9,38;02/11/2022 14:23:17
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;256;0,02;23,449;02/11/2022 08:06:14
azur-season-1-common;Azur;Common;347;0,002;2,321;02/11/2022 01:08:45
8ruki-season-1-common;8ruki;Common;306;0,005;5,862;01/11/2022 22:21:14
lycos-season-1-common;Lycos;Common;326;0,002;2,345;01/11/2022 18:43:14
zinee-season-1-common;Zinée;Common;468;0,002;2,345;01/11/2022 16:02:08
zinee-season-1-common;Zinée;Common;468;0,004;4,573;01/11/2022 14:42:14
caballero-season-1-common;Caballero;Common;287;0,006;7,386;31/10/2022 15:31:14
thahomey-season-1-common;thaHomey;Common;446;0,003;3,635;31/10/2022 13:04:14
flem-season-1-common;Flem;Common;322;0,003;3,517;30/10/2022 21:57:15
di-meh-season-1-common;Di-Meh;Common;262;0,006;6,917;30/10/2022 21:57:14
spider-zed-season-1-common;Spider Zed;Common;468;0,002;2,697;30/10/2022 15:09:15
livai-season-1-common;Livaï;Common;497;0,003;2,931;30/10/2022 08:21:13
zinee-season-1-common;Zinée;Common;424;0,003;3,517;30/10/2022 01:12:15
jeanjass-season-1-common;JeanJass;Common;391;0,006;7,035;29/10/2022 19:09:13
thahomey-season-1-common;thaHomey;Common;342;0,001;1,524;29/10/2022 18:34:10
rowjay-season-1-common;Rowjay;Common;493;0,002;1,993;29/10/2022 10:55:14
lycos-season-1-common;Lycos;Common;439;0,002;2,345;29/10/2022 01:32:13
doums-season-1-common;Doums;Common;300;0,01;11,959;28/10/2022 17:49:15
sheldon-season-1-common;Sheldon;Common;333;0,008;9,38;28/10/2022 17:04:11
jewel-usain-season-1-common;Jewel Usain;Common;258;0,004;4,69;28/10/2022 14:39:15
rowjay-season-1-common;Rowjay;Common;289;0,005;5,276;26/10/2022 21:30:14
flem-season-1-common;Flem;Common;325;0,008;9,38;25/10/2022 19:23:14
doums-season-1-common;Doums;Common;458;0,01;11,607;25/10/2022 18:49:14
caballero-season-1-common;Caballero;Common;338;0,01;11,373;25/10/2022 16:12:14
livai-season-1-platinium;Livaï;Platinium;254;0,037;43,38;24/10/2022 23:37:13
winnterzuko-season-1-platinium;Winnterzuko;Platinium;345;0,052;61,084;24/10/2022 12:09:14
kerchak-season-1-common;Kerchak;Common;350;0,007;8,559;23/10/2022 22:37:14
kerchak-season-1-common;Kerchak;Common;350;0,005;5,862;23/10/2022 12:18:14
livai-season-1-common;Livaï;Common;397;0,004;4,69;23/10/2022 10:15:14
jwles-season-1-common;Jwles;Common;338;0,004;4,69;23/10/2022 03:44:14
zuukou-mayzie-season-1-platinium;Zuukou Mayzie;Platinium;346;0,06;70,346;23/10/2022 01:07:14
skuna-season-1-platinium;Skuna;Platinium;350;0,034;39,511;22/10/2022 19:20:15
slimka-season-1-common;Slimka;Common;338;0,004;4,69;22/10/2022 12:32:09
kerchak-season-1-common;Kerchak;Common;414;0,008;9,38;22/10/2022 08:55:14
jwles-season-1-platinium;Jwles;Platinium;298;0,028;32,828;22/10/2022 00:14:13
livai-season-1-common;Livaï;Common;347;0,004;4,69;20/10/2022 20:37:14
flem-season-1-common;Flem;Common;306;0,007;8,207;20/10/2022 20:34:13
caballero-season-1-common;Caballero;Common;338;0,009;10,552;20/10/2022 19:37:15
deen-burbigo-season-1-common;Deen Burbigo;Common;340;0,008;9,38;20/10/2022 19:16:13
caballero-season-1-common;Caballero;Common;309;0,012;13,483;20/10/2022 09:42:13
jmks-season-1-common;JMK$;Common;302;0,002;1,993;19/10/2022 23:23:13
jeanjass-season-1-common;JeanJass;Common;320;0,009;10,552;19/10/2022 19:41:13
doums-season-1-common;Doums;Common;447;0,009;10,552;19/10/2022 16:59:14
di-meh-season-1-platinium;Di-Meh;Platinium;330;0,038;44,553;19/10/2022 10:28:11
doums-season-1-common;Doums;Common;268;0,009;10,552;19/10/2022 01:30:13
benjamin-epps-season-1-common;Benjamin Epps;Common;267;0,003;3,517;19/10/2022 00:37:13
kerchak-season-1-common;Kerchak;Common;444;0,013;15,242;18/10/2022 21:05:14
doums-season-1-common;Doums;Common;426;0,007;8,676;18/10/2022 14:09:14
deen-burbigo-season-1-common;Deen Burbigo;Common;415;0,02;23,449;18/10/2022 10:18:14
slimka-season-1-platinium;Slimka;Platinium;262;0,05;58,622;18/10/2022 10:15:07
skuna-season-1-platinium;Skuna;Platinium;272;0,032;36,932;18/10/2022 09:24:14
lycos-season-1-common;Lycos;Common;317;0,004;4,807;18/10/2022 00:07:13
di-meh-season-1-platinium;Di-Meh;Platinium;350;0,035;41,035;17/10/2022 22:53:14
doums-season-1-common;Doums;Common;332;0,01;11,431;17/10/2022 18:24:14
thahomey-season-1-common;thaHomey;Common;374;0,004;4,338;17/10/2022 18:20:14
8ruki-season-1-common;8ruki;Common;447;0,005;5,37;17/10/2022 14:06:13
moji-x-sboy-season-1-common;Moji x Sboy;Common;385;0,007;8,207;17/10/2022 13:15:13
jeanjass-season-1-common;JeanJass;Common;346;0,011;13,319;17/10/2022 10:34:14
doums-season-1-common;Doums;Common;394;0,008;9,38;16/10/2022 23:42:14
zinee-season-1-common;Zinée;Common;287;0,004;4,69;16/10/2022 18:57:13
jewel-usain-season-1-common;Jewel Usain;Common;370;0,002;2,697;16/10/2022 18:25:15
rowjay-season-1-common;Rowjay;Common;352;0,002;2,345;16/10/2022 17:49:13
winnterzuko-season-1-platinium;Winnterzuko;Platinium;306;0,06;70,346;16/10/2022 17:13:14
skuna-season-1-common;Skuna;Common;311;0,004;4,69;16/10/2022 15:20:14
azur-season-1-common;Azur;Common;374;0,002;2,345;16/10/2022 14:29:14
doums-season-1-common;Doums;Common;360;0,01;11,842;16/10/2022 13:14:14
zinee-season-1-common;Zinée;Common;270;0,012;14,069;15/10/2022 16:26:13
slimka-season-1-platinium;Slimka;Platinium;278;0,037;43,38;14/10/2022 17:47:13
slimka-season-1-common;Slimka;Common;408;0,005;5,862;14/10/2022 15:55:14
kerchak-season-1-common;Kerchak;Common;388;0,012;14,069;14/10/2022 12:37:13
livai-season-1-platinium;Livaï;Platinium;280;0,041;48,07;13/10/2022 12:47:14
livai-season-1-common;Livaï;Common;287;0,007;8,207;13/10/2022 08:50:14
kerchak-season-1-common;Kerchak;Common;379;0,015;17,587;12/10/2022 02:11:13
lycos-season-1-common;Lycos;Common;318;0,004;4,69;11/10/2022 13:15:13
moji-x-sboy-season-1-common;Moji x Sboy;Common;460;0,005;5,862;11/10/2022 12:30:14
mahdi-ba-season-1-common;Mahdi Ba;Common;308;0,005;5,276;11/10/2022 10:23:13
caballero-season-1-common;Caballero;Common;340;0,006;7,035;10/10/2022 22:57:14
kerchak-season-1-common;Kerchak;Common;327;0,015;17,587;10/10/2022 19:21:14
8ruki-season-1-common;8ruki;Common;269;0,005;6,097;10/10/2022 13:07:14
so-la-lune-season-1-common;So La Lune;Common;404;0,005;5,276;10/10/2022 11:24:14
thahomey-season-1-common;thaHomey;Common;416;0,003;2,931;10/10/2022 11:20:13
kerchak-season-1-common;Kerchak;Common;362;0,013;14,656;09/10/2022 23:18:14
jmks-season-1-common;JMK$;Common;332;0,003;3,048;09/10/2022 23:02:14
livai-season-1-common;Livaï;Common;356;0,005;5,979;09/10/2022 22:33:14
lycos-season-1-platinium;Lycos;Platinium;327;0,04;46,898;09/10/2022 21:45:14
azur-season-1-common;Azur;Common;333;0,002;2,814;09/10/2022 20:56:14
spider-zed-season-1-common;Spider Zed;Common;313;0,003;3,517;09/10/2022 19:40:15
moji-x-sboy-season-1-common;Moji x Sboy;Common;343;0,003;3,166;09/10/2022 19:24:14
di-meh-season-1-common;Di-Meh;Common;314;0,003;3,517;09/10/2022 19:13:14
sheldon-season-1-platinium;Sheldon;Platinium;305;0,064;75,036;09/10/2022 11:27:14
benjamin-epps-season-1-common;Benjamin Epps;Common;320;0,004;4,69;09/10/2022 09:46:13
flem-season-1-platinium;Flem;Platinium;319;0,06;70,346;08/10/2022 21:05:13
jeanjass-season-1-common;JeanJass;Common;429;0,008;9,38;08/10/2022 18:13:14
livai-season-1-common;Livaï;Common;371;0,005;5,276;08/10/2022 09:18:14
deen-burbigo-season-1-common;Deen Burbigo;Common;387;0,01;11,724;08/10/2022 09:18:14
8ruki-season-1-common;8ruki;Common;255;0,005;5,862;08/10/2022 00:20:14
so-la-lune-season-1-common;So La Lune;Common;451;0,009;9,966;07/10/2022 23:35:14
kerchak-season-1-common;Kerchak;Common;419;0,011;12,897;07/10/2022 21:59:14
jwles-season-1-common;Jwles;Common;262;0,002;2,343;07/10/2022 19:10:14
youv-dee-season-1-common;Youv Dee;Common;352;0,008;8,911;07/10/2022 15:41:15
flem-season-1-common;Flem;Common;259;0,009;9,966;07/10/2022 13:04:16
jwles-season-1-common;Jwles;Common;343;0,003;2,931;07/10/2022 13:04:14
kerchak-season-1-common;Kerchak;Common;409;0,01;11,724;07/10/2022 12:41:14
lycos-season-1-common;Lycos;Common;303;0,005;5,616;07/10/2022 10:24:23
azur-season-1-common;Azur;Common;316;0,003;3,576;07/10/2022 09:29:14
zinee-season-1-common;Zinée;Common;424;0,01;11,724;07/10/2022 04:18:14
sheldon-season-1-common;Sheldon;Common;327;0,004;4,104;07/10/2022 00:15:15
slimka-season-1-common;Slimka;Common;404;0,008;9,38;06/10/2022 23:02:14
le-reglement-season-1-platinium;Le Règlement;Platinium;344;0,085;99,657;06/10/2022 22:25:19
di-meh-season-1-common;Di-Meh;Common;290;0,007;8,207;06/10/2022 21:38:15
so-la-lune-season-1-common;So La Lune;Common;391;0,007;7,621;06/10/2022 20:59:19
zinee-season-1-common;Zinée;Common;270;0,014;16,414;06/10/2022 20:17:17
le-reglement-season-1-common;Le Règlement;Common;416;0,008;8,793;06/10/2022 19:07:19
benjamin-epps-season-1-common;Benjamin Epps;Common;314;0,003;3,517;06/10/2022 19:07:18
spider-zed-season-1-common;Spider Zed;Common;260;0,003;3,517;06/10/2022 17:01:15
winnterzuko-season-1-platinium;Winnterzuko;Platinium;270;0,059;69,174;06/10/2022 14:58:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;267;0,007;7,621;06/10/2022 13:31:14
di-meh-season-1-common;Di-Meh;Common;350;0,004;4,69;06/10/2022 00:50:15
lycos-season-1-common;Lycos;Common;341;0,003;3,517;06/10/2022 00:50:15
so-la-lune-season-1-common;So La Lune;Common;273;0,008;9,38;05/10/2022 22:02:17
jwles-season-1-platinium;Jwles;Platinium;335;0,03;35,173;05/10/2022 17:53:15
caballero-season-1-common;Caballero;Common;285;0,009;9,966;05/10/2022 15:34:15
youv-dee-season-1-platinium;Youv Dee;Platinium;274;0,051;59,794;05/10/2022 12:02:15
kerchak-season-1-common;Kerchak;Common;385;0,011;12,662;05/10/2022 08:32:15
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;257;0,009;10,552;05/10/2022 02:20:17
kerchak-season-1-common;Kerchak;Common;395;0,011;12,545;04/10/2022 21:36:15
benjamin-epps-season-1-common;Benjamin Epps;Common;284;0,009;10,552;04/10/2022 20:05:15
spider-zed-season-1-common;Spider Zed;Common;489;0,004;4,69;04/10/2022 17:45:14
jmks-season-1-common;JMK$;Common;268;0,003;2,931;04/10/2022 17:31:15
rowjay-season-1-common;Rowjay;Common;319;0,005;5,276;04/10/2022 14:20:14
winnterzuko-season-1-common;Winnterzuko;Common;289;0,015;17,587;04/10/2022 14:00:14
mahdi-ba-season-1-common;Mahdi Ba;Common;259;0,006;7,035;04/10/2022 11:46:14
kerchak-season-1-common;Kerchak;Common;263;0,012;14,421;04/10/2022 08:36:16
rowjay-season-1-common;Rowjay;Common;263;0,003;3,517;03/10/2022 22:28:16
so-la-lune-season-1-common;So La Lune;Common;495;0,01;11,724;03/10/2022 21:01:17
